index,recordDate,recordTime,recordEpoch,district,locationName,nearbyPlace,longitude,latitude,elevation,direction,county,route,routeSuffix,postmilePrefix,postmile,alignment,milepost,inService,imageDescription,streamingVideoURL,currentImageUpdateFrequency,currentImageURL,referenceImageUpdateFrequency,referenceImage1UpdateAgoURL,referenceImage2UpdatesAgoURL,referenceImage3UpdatesAgoURL,referenceImage4UpdatesAgoURL,referenceImage5UpdatesAgoURL,referenceImage6UpdatesAgoURL,referenceImage7UpdatesAgoURL,referenceImage8UpdatesAgoURL,referenceImage9UpdatesAgoURL,referenceImage10UpdatesAgoURL,referenceImage11UpdatesAgoURL,referenceImage12UpdatesAgoURL
80,2024-01-26,06:58:36,1706281116,1,"US-101 : North Of SR-197 - Looking South (C015)","Smith River",-124.13679,41.89992,98,South,"Del Norte",US-101,,,37.59,,800.01,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/us101northofsr197lookingsouth.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101northofsr197lookingsouth/previous/us101northofsr197lookingsouth-12.jpg
82,2024-02-22,09:13:49,1708622029,1,"US-199 : South Of Oregon State Line - Looking East (C016)",Gasquet,-123.720212,41.994021,1742,South,"Del Norte",US-199,,,36.16,,35.92,true,"DN-199 : S Of Oregon State Line - Looking East (C016)",,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/us199southoforegonstatelinelookingeast.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingeast/previous/us199southoforegonstatelinelookingeast-12.jpg
84,2024-02-22,09:16:31,1708622191,1,"US-199 : South Of Oregon State Line - Looking West (C016)",Gasquet,-123.720212,41.994021,1742,South,"Del Norte",US-199,,,36.16,,35.92,true,"DN-199 : S Of Oregon State Line - Looking West (C016)",,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/us199southoforegonstatelinelookingwest.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us199southoforegonstatelinelookingwest/previous/us199southoforegonstatelinelookingwest-12.jpg
86,2023-06-16,16:27:06,1686958026,1,"SR-299 : Berry Summit - Looking South (C035)","Blue Lake",-123.76919,40.89724,2808,West,Humboldt,SR-299,,R,29.14,,28.28,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/sr299berrysummitlookingsouth.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitlookingsouth/previous/sr299berrysummitlookingsouth-12.jpg
88,2023-09-22,14:41:59,1695418919,1,"US-101 : Eureka / 14th - Looking North (C039)",Eureka,-124.17718,40.79396,15,North,Humboldt,US-101,,,77.47,,704.28,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/us101eureka14thlookingnorth.jpg,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101eureka14thlookingnorth/previous/us101eureka14thlookingnorth-12.jpg
92,2023-01-27,12:29:29,1674851369,1,"SR-299 : Berry Summit Vista Point - Looking East (C040)","Blue Lake",-123.78073,40.90199,2657,North,Humboldt,SR-299,,R,28.33,,27.47,true,,,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/sr299berrysummitvistapointlookingeast.jpg,10,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingeast/previous/sr299berrysummitvistapointlookingeast-12.jpg
94,2023-01-27,13:19:48,1674854388,1,"SR-299 : Berry Summit Vista Point - Looking West (C040)","Blue Lake",-123.78073,40.90199,2657,North,Humboldt,SR-299,,R,28.33,,27.47,true,,,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/sr299berrysummitvistapointlookingwest.jpg,5,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr299berrysummitvistapointlookingwest/previous/sr299berrysummitvistapointlookingwest-12.jpg
96,2022-11-18,14:51:05,1668811865,1,"SR-20 : West Of SR-53 - Looking East (C010)",Clearlake,-122.63134,39.01276,1581,North,Lake,SR-20,,,30.63,,74.58,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/sr20westofsr53lookingeast.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingeast/previous/sr20westofsr53lookingeast-12.jpg
98,2022-11-18,14:51:56,1668811916,1,"SR-20 : West Of SR-53 - Looking West (C010)",Clearlake,-122.63134,39.01276,1581,North,Lake,SR-20,,,30.63,,74.58,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/sr20westofsr53lookingwest.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20westofsr53lookingwest/previous/sr20westofsr53lookingwest-12.jpg
100,2024-06-12,11:12:58,1718215978,1,"SR-20 : East Of SR-53 - Looking East (C011)","Clearlake Oaks",-122.60424,39.0125,1745,North,Lake,SR-20,,,32.27,,76.22,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/sr20eastofsr53lookingeast.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingeast/previous/sr20eastofsr53lookingeast-12.jpg
102,2023-11-21,16:52:43,1700614363,1,"SR-20 : East Of SR-53 - Looking West (C011)","Clearlake Oaks",-122.60424,39.0125,1745,North,Lake,SR-20,,,32.27,,76.22,true,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/sr20eastofsr53lookingwest.jpg,60,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/sr20eastofsr53lookingwest/previous/sr20eastofsr53lookingwest-12.jpg
108,2022-11-09,13:42:34,1668030154,1,"US-101 : Ukiah / State Street - Looking North (C026)",Ukiah,-123.21273,39.17238,649,North,Mendocino,US-101,,R,26.30,,550.28,false,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/us101ukiahstatestreetlookingnorth.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingnorth/previous/us101ukiahstatestreetlookingnorth-12.jpg
110,2022-11-09,13:42:50,1668030170,1,"US-101 : Ukiah / State Street - Looking South (C026)",Ukiah,-123.21273,39.17238,649,North,Mendocino,US-101,,R,26.30,,550.28,false,,,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/us101ukiahstatestreetlookingsouth.jpg,15,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-1.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-2.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-3.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-4.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-5.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-6.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-7.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-8.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-9.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-10.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-11.jpg,https://cwwp2.dot.ca.gov/data/d1/cctv/image/us101ukiahstatestreetlookingsouth/previous/us101ukiahstatestreetlookingsouth-12.jpg
